"SERVICEID","SERVICEOPTIONINSERVICEID","SERVICEOPTIONSTATUSNAME"
39399,61180,"Unavailable"
39399,61179,"Unavailable"
39399,61178,"Unavailable"
39399,61177,"Unavailable"
39399,61176,"Unavailable"
39399,61175,"Unavailable"
39399,61174,"Unavailable"
39399,61173,"Unavailable"
39399,61172,"Unavailable"
39399,61171,"Unavailable"
39399,61170,"Unavailable"
39399,61169,"Unavailable"
39399,61168,"Unavailable"
39399,61167,"Unavailable"
39399,61166,"Unavailable"
39399,61161,"Unavailable"
39399,61160,"Unavailable"
39399,61159,"Unavailable"
39399,61158,"Unavailable"
39385,61134,"Unavailable"
39385,61133,"Unavailable"
39385,61132,"Unavailable"
39385,61131,"Unavailable"
39385,61130,"Unavailable"
39385,61129,"Unavailable"
39385,61128,"Unavailable"
39385,61127,"Unavailable"
39385,61126,"Unavailable"
39385,61125,"Unavailable"
39385,61124,"Unavailable"
39385,61123,"Unavailable"
39385,61122,"Unavailable"
39385,61121,"Unavailable"
39385,61120,"Unavailable"
39385,61119,"Unavailable"
39384,61114,"Unavailable"
39384,61113,"Unavailable"
39383,61107,"Unavailable"
39383,61106,"Unavailable"
39383,61105,"Unavailable"
39383,61104,"Unavailable"
39383,61103,"Unavailable"
39383,61102,"Unavailable"
39383,61101,"Unavailable"
39383,61100,"Unavailable"
39383,61099,"Unavailable"
39383,61098,"Unavailable"
39383,61097,"Unavailable"
39383,61096,"Unavailable"
39382,61095,"Unavailable"
39382,61094,"Unavailable"
39382,61093,"Unavailable"
39382,61092,"Unavailable"
39382,61087,"Unavailable"
39382,61086,"Unavailable"
39382,61085,"Unavailable"
39382,61084,"Unavailable"
39382,61083,"Unavailable"
39382,61082,"Unavailable"
39382,61081,"Unavailable"
39382,61080,"Unavailable"
39381,61079,"Unavailable"
39381,61078,"Unavailable"
39381,61077,"Unavailable"
39381,61076,"Unavailable"
39381,61075,"Unavailable"
39381,61074,"Unavailable"
39381,61073,"Unavailable"
39381,61072,"Unavailable"
39381,61067,"Unavailable"
39381,61066,"Unavailable"
39381,61065,"Unavailable"
39381,61064,"Unavailable"
39379,61062,"Unavailable"
39379,61061,"Unavailable"
39379,61060,"Unavailable"
39379,61056,"Unavailable"
39379,61055,"Unavailable"
39379,61054,"Unavailable"
39379,61052,"Unavailable"
39379,61051,"Unavailable"
39379,61050,"Unavailable"
39379,61049,"Unavailable"
39379,61048,"Unavailable"
39379,61047,"Unavailable"
39379,61046,"Unavailable"
39379,61045,"Unavailable"
39379,61044,"Unavailable"
39379,61043,"Unavailable"
39379,61042,"Unavailable"
39379,61041,"Unavailable"
39379,61040,"Unavailable"
39379,61039,"Unavailable"
39379,61038,"Unavailable"
39379,61037,"Unavailable"
39379,61036,"Unavailable"
39379,61035,"Unavailable"
39379,61034,"Unavailable"
39379,61033,"Unavailable"
39379,61032,"Unavailable"
39379,61031,"Unavailable"
39379,61030,"Unavailable"
39379,61029,"Unavailable"
39379,61028,"Unavailable"
39378,61026,"Unavailable"
39378,61025,"Unavailable"
39378,61024,"Unavailable"
39378,61023,"Unavailable"
39378,61022,"Unavailable"
39378,61021,"Unavailable"
39378,61018,"Unavailable"
39378,61017,"Unavailable"
39378,61014,"Unavailable"
39378,61013,"Unavailable"
39378,61012,"Unavailable"
39378,61011,"Unavailable"
39378,61010,"Unavailable"
39378,61009,"Unavailable"
39378,61008,"Unavailable"
39378,61007,"Unavailable"
39378,61006,"Unavailable"
39378,61005,"Unavailable"
39378,61004,"Unavailable"
39378,61003,"Unavailable"
39378,61002,"Unavailable"
39378,61001,"Unavailable"
39378,61000,"Unavailable"
39378,60999,"Unavailable"
39378,60998,"Unavailable"
39378,60997,"Unavailable"
39378,60996,"Unavailable"
39378,60995,"Unavailable"
39378,60994,"Unavailable"
39378,60993,"Unavailable"
39378,60992,"Unavailable"
39377,60986,"Unavailable"
39377,60985,"Unavailable"
39377,60984,"Unavailable"
39377,60983,"Unavailable"
39377,60978,"Unavailable"
39377,60977,"Unavailable"
39377,60976,"Unavailable"
39377,60975,"Unavailable"
39377,60972,"Unavailable"
39377,60971,"Unavailable"
39376,60970,"Unavailable"
39376,60969,"Unavailable"
39376,60968,"Unavailable"
39376,60967,"Unavailable"
39376,60966,"Unavailable"
39376,60965,"Unavailable"
39376,60964,"Unavailable"
39376,60963,"Unavailable"
39376,60962,"Unavailable"
39376,60961,"Unavailable"
39376,60960,"Unavailable"
39376,60959,"Unavailable"
39376,60954,"Unavailable"
39376,60953,"Unavailable"
39376,60952,"Unavailable"
39376,60951,"Unavailable"
39376,60950,"Unavailable"
39376,60949,"Unavailable"
39376,60948,"Unavailable"
39376,60947,"Unavailable"
39376,60946,"Unavailable"
39376,60945,"Unavailable"
39376,60944,"Unavailable"
39376,60943,"Unavailable"
39376,60942,"Unavailable"
39376,60941,"Unavailable"
39376,60940,"Unavailable"
39376,60939,"Unavailable"
39376,60938,"Unavailable"
39376,60937,"Unavailable"
39376,60936,"Unavailable"
39373,60922,"Unavailable"
39373,60921,"Unavailable"
39373,60920,"Unavailable"
39373,60919,"Unavailable"
39373,60918,"Unavailable"
39373,60917,"Unavailable"
39373,60916,"Unavailable"
39373,60915,"Unavailable"
39373,60914,"Unavailable"
39373,60913,"Unavailable"
39373,60910,"Unavailable"
39373,60909,"Unavailable"
39372,60902,"Unavailable"
39372,60901,"Unavailable"
39372,60900,"Unavailable"
39372,60899,"Unavailable"
39372,60898,"Unavailable"
39372,60897,"Unavailable"
39372,60896,"Unavailable"
39372,60895,"Unavailable"
39372,60894,"Unavailable"
39372,60893,"Unavailable"
39372,60892,"Unavailable"
39372,60891,"Unavailable"
39371,60890,"Unavailable"
39371,60889,"Unavailable"
39371,60888,"Unavailable"
39371,60887,"Unavailable"
39371,60882,"Unavailable"
39371,60881,"Unavailable"
39371,60880,"Unavailable"
39371,60879,"Unavailable"
39371,60878,"Unavailable"
39371,60877,"Unavailable"
39371,60876,"Unavailable"
39371,60875,"Unavailable"
39362,60868,"Unavailable"
39362,60867,"Unavailable"
39362,60866,"Unavailable"
39362,60865,"Unavailable"
39362,60864,"Unavailable"
39362,60863,"Unavailable"
39362,60862,"Unavailable"
39362,60861,"Unavailable"
39362,60860,"Unavailable"
39362,60859,"Unavailable"
39362,60858,"Unavailable"
39362,60857,"Unavailable"
39362,60856,"Unavailable"
39362,60855,"Unavailable"
39362,60854,"Unavailable"
39362,60853,"Unavailable"
39362,60852,"Unavailable"
39362,60851,"Unavailable"
39362,60850,"Unavailable"
39362,60849,"Unavailable"
39362,60848,"Unavailable"
39362,60847,"Unavailable"
39362,60846,"Unavailable"
39362,60845,"Unavailable"
39362,60833,"Unavailable"
39362,60832,"Unavailable"
39362,60831,"Unavailable"
39362,60830,"Unavailable"
39362,60829,"Unavailable"
39362,60828,"Unavailable"
39362,60827,"Unavailable"
39362,60826,"Unavailable"
39362,60825,"Unavailable"
39362,60823,"Unavailable"
39362,60822,"Unavailable"
39362,60821,"Unavailable"
39357,60804,"Unavailable"
39357,60803,"Unavailable"
39357,60802,"Unavailable"
39357,60801,"Unavailable"
39357,60800,"Unavailable"
39357,60799,"Unavailable"
39357,60795,"Unavailable"
39357,60794,"Unavailable"
39357,60793,"Unavailable"
39356,60792,"Unavailable"
39356,60791,"Unavailable"
39356,60790,"Unavailable"
39356,60789,"Unavailable"
39356,60788,"Unavailable"
39356,60787,"Unavailable"
39356,60786,"Unavailable"
39356,60785,"Unavailable"
39356,60784,"Unavailable"
39342,60761,"Unavailable"
39342,60760,"Unavailable"
39342,60759,"Unavailable"
39342,60758,"Unavailable"
39342,60757,"Unavailable"
39342,60756,"Unavailable"
39342,60755,"Unavailable"
39342,60751,"Unavailable"
39342,60750,"Unavailable"
39342,60749,"Unavailable"
39342,60748,"Unavailable"
39342,60747,"Unavailable"
39342,60746,"Unavailable"
39342,60745,"Unavailable"
39342,60744,"Unavailable"
39342,60743,"Unavailable"
39342,60742,"Unavailable"
39341,60740,"Unavailable"
39341,60739,"Unavailable"
39341,60738,"Unavailable"
39341,60737,"Unavailable"
39341,60736,"Unavailable"
39341,60735,"Unavailable"
39341,60734,"Unavailable"
39341,60733,"Unavailable"
39341,60732,"Unavailable"
39341,60731,"Unavailable"
39341,60730,"Unavailable"
39341,60729,"Unavailable"
39341,60728,"Unavailable"
39341,60723,"Unavailable"
39341,60722,"Unavailable"
39341,60721,"Unavailable"
39341,60720,"Unavailable"
39340,60714,"Unavailable"
39340,60713,"Unavailable"
39340,60712,"Unavailable"
39340,60711,"Unavailable"
39340,60710,"Unavailable"
39339,60705,"Unavailable"
39339,60704,"Unavailable"
39339,60703,"Unavailable"
39339,60702,"Unavailable"
39339,60701,"Unavailable"
39339,60700,"Unavailable"
39339,60699,"Unavailable"
39338,60695,"Unavailable"
39338,60694,"Unavailable"
39338,60693,"Unavailable"
39338,60692,"Unavailable"
39338,60691,"Unavailable"
39338,60690,"Unavailable"
39337,60689,"Unavailable"
39337,60688,"Unavailable"
39337,60687,"Unavailable"
39337,60683,"Unavailable"
39337,60682,"Unavailable"
39337,60681,"Unavailable"
39335,60677,"Unavailable"
39335,60676,"Unavailable"
39335,60673,"Unavailable"
39335,60672,"Unavailable"
39334,60669,"Unavailable"
39334,60668,"Unavailable"
39334,60667,"Unavailable"
39334,60666,"Unavailable"
39334,60663,"Unavailable"
39334,60662,"Unavailable"
39334,60661,"Unavailable"
39334,60660,"Unavailable"
39333,60657,"Unavailable"
39333,60656,"Unavailable"
39333,60653,"Unavailable"
39333,60652,"Unavailable"
39332,60651,"Unavailable"
39332,60650,"Unavailable"
39332,60647,"Unavailable"
39332,60646,"Unavailable"
39332,60645,"Unavailable"
39332,60644,"Unavailable"
39332,60641,"Unavailable"
39332,60640,"Unavailable"
39331,60638,"Unavailable"
39331,60637,"Unavailable"
39331,60635,"Unavailable"
39331,60634,"Unavailable"
39331,60633,"Unavailable"
39331,60632,"Unavailable"
39328,60629,"Unavailable"
39328,60628,"Unavailable"
39328,60627,"Unavailable"
39328,60623,"Unavailable"
39328,60622,"Unavailable"
39328,60621,"Unavailable"
39328,60617,"Unavailable"
39328,60616,"Unavailable"
39328,60615,"Unavailable"
39328,60614,"Unavailable"
39328,60613,"Unavailable"
39328,60612,"Unavailable"
39328,60611,"Unavailable"
39328,60610,"Unavailable"
39328,60609,"Unavailable"
39328,60608,"Unavailable"
39328,60607,"Unavailable"
39328,60606,"Unavailable"
39328,60605,"Unavailable"
39328,60604,"Unavailable"
39328,60603,"Unavailable"
39328,60602,"Unavailable"
39328,60601,"Unavailable"
39328,60600,"Unavailable"
39328,60599,"Unavailable"
39328,60598,"Unavailable"
39328,60597,"Unavailable"
39326,60593,"Unavailable"
39326,60592,"Unavailable"
39326,60591,"Unavailable"
39326,60590,"Unavailable"
39326,60587,"Unavailable"
39326,60586,"Unavailable"
39326,60585,"Unavailable"
39326,60584,"Unavailable"
39326,60581,"Unavailable"
39326,60580,"Unavailable"
39326,60579,"Unavailable"
39326,60578,"Unavailable"
39326,60575,"Unavailable"
39326,60574,"Unavailable"
39326,60573,"Unavailable"
39326,60572,"Unavailable"
39325,60571,"Unavailable"
39325,60570,"Unavailable"
39325,60567,"Unavailable"
39325,60566,"Unavailable"
39325,60565,"Unavailable"
39325,60564,"Unavailable"
39325,60561,"Unavailable"
39325,60560,"Unavailable"
39325,60559,"Unavailable"
39325,60558,"Unavailable"
39325,60555,"Unavailable"
39325,60554,"Unavailable"
39325,60553,"Unavailable"
39325,60552,"Unavailable"
39325,60549,"Unavailable"
39325,60548,"Unavailable"
39324,60545,"Unavailable"
39324,60544,"Unavailable"
39324,60543,"Unavailable"
39324,60542,"Unavailable"
39324,60539,"Unavailable"
39324,60538,"Unavailable"
39323,60535,"Unavailable"
39323,60534,"Unavailable"
39323,60531,"Unavailable"
39323,60530,"Unavailable"
39323,60529,"Unavailable"
39323,60528,"Unavailable"
39323,60527,"Unavailable"
39323,60526,"Unavailable"
39322,60525,"Unavailable"
39322,60524,"Unavailable"
39322,60523,"Unavailable"
39322,60522,"Unavailable"
39322,60521,"Unavailable"
39322,60520,"Unavailable"
39322,60519,"Unavailable"
39322,60518,"Unavailable"
39322,60517,"Unavailable"
39322,60516,"Unavailable"
39322,60515,"Unavailable"
39322,60514,"Unavailable"
39322,60513,"Unavailable"
39322,60512,"Unavailable"
39322,60511,"Unavailable"
39322,60510,"Unavailable"
39322,60509,"Unavailable"
39322,60508,"Unavailable"
39322,60506,"Unavailable"
39322,60505,"Unavailable"
39322,60504,"Unavailable"
39322,60503,"Unavailable"
39322,60502,"Unavailable"
39322,60501,"Unavailable"
39322,60500,"Unavailable"
39322,60499,"Unavailable"
39322,60498,"Unavailable"
39322,60497,"Unavailable"
39322,60495,"Unavailable"
39321,60489,"Unavailable"
39321,60488,"Unavailable"
39321,60487,"Unavailable"
39321,60483,"Unavailable"
39321,60482,"Unavailable"
39321,60481,"Unavailable"
39321,60480,"Unavailable"
39321,60479,"Unavailable"
39321,60478,"Unavailable"
39321,60477,"Unavailable"
39321,60476,"Unavailable"
39321,60475,"Unavailable"
39320,60474,"Unavailable"
39320,60473,"Unavailable"
39320,60472,"Unavailable"
39320,60468,"Unavailable"
39320,60467,"Unavailable"
39320,60466,"Unavailable"
39320,60462,"Unavailable"
39320,60461,"Unavailable"
39320,60460,"Unavailable"
39320,60459,"Unavailable"
39320,60458,"Unavailable"
39320,60457,"Unavailable"
39317,60452,"Unavailable"
39317,60451,"Unavailable"
39317,60446,"Unavailable"
39317,60445,"Unavailable"
39317,60442,"Unavailable"
39317,60441,"Unavailable"
39317,60440,"Unavailable"
39317,60439,"Unavailable"
39317,60438,"Unavailable"
39317,60437,"Unavailable"
39317,60436,"Unavailable"
39317,60435,"Unavailable"
4379,59246,"Unavailable"
4379,59245,"Unavailable"
4379,59244,"Unavailable"
4379,59243,"Unavailable"
4379,59242,"Unavailable"
4379,59241,"Unavailable"
37962,58679,"Unavailable"
37688,58666,"Unavailable"
37688,58665,"Unavailable"
37688,58664,"Unavailable"
37688,58663,"Unavailable"
37688,58662,"Unavailable"
37688,58661,"Unavailable"
37688,58660,"Unavailable"
37688,58659,"Unavailable"
37688,58658,"Unavailable"
37688,58657,"Unavailable"
37688,58656,"Unavailable"
37688,58655,"Unavailable"
37897,58598,"Unavailable"
37897,58595,"Unavailable"
37895,58591,"Unavailable"
37895,58588,"Unavailable"
37891,58580,"Unavailable"
37891,58578,"Unavailable"
37889,58574,"Unavailable"
37889,58571,"Unavailable"
30719,58506,"Unavailable"
30719,58505,"Unavailable"
19298,58448,"Unavailable"
37768,58408,"Unavailable"
37768,58407,"Unavailable"
37768,58406,"Unavailable"
37768,58402,"Unavailable"
37768,58401,"Unavailable"
37768,58400,"Unavailable"
37764,58391,"Unavailable"
37758,58384,"Unavailable"
37758,58383,"Unavailable"
37758,58382,"Unavailable"
37699,58303,"Unavailable"
37699,58300,"Unavailable"
37699,58299,"Unavailable"
37676,58253,"Unavailable"
37676,58252,"Unavailable"
37676,58251,"Unavailable"
37676,58250,"Unavailable"
37676,58247,"Unavailable"
37676,58246,"Unavailable"
37676,58245,"Unavailable"
37676,58244,"Unavailable"
37668,58208,"Unavailable"
37668,58207,"Unavailable"
37668,58206,"Unavailable"
37664,58201,"Unavailable"
37664,58200,"Unavailable"
37664,58199,"Unavailable"
37664,58198,"Unavailable"
37664,58197,"Unavailable"
37664,58196,"Unavailable"
37655,58166,"Unavailable"
37655,58165,"Unavailable"
37655,58164,"Unavailable"
37651,58163,"Unavailable"
37651,58162,"Unavailable"
37651,58159,"Unavailable"
37651,58158,"Unavailable"
37652,58150,"Unavailable"
37652,58147,"Unavailable"
37649,58140,"Unavailable"
37649,58139,"Unavailable"
37649,58138,"Unavailable"
37649,58137,"Unavailable"
37649,58136,"Unavailable"
37638,58106,"Unavailable"
37638,58105,"Unavailable"
37638,58104,"Unavailable"
37638,58103,"Unavailable"
37638,58100,"Unavailable"
37637,58097,"Unavailable"
37637,58094,"Unavailable"
37637,58093,"Unavailable"
37636,58088,"Unavailable"
37636,58087,"Unavailable"
37636,58086,"Unavailable"
37632,58080,"Unavailable"
37632,58079,"Unavailable"
37632,58078,"Unavailable"
37632,58077,"Unavailable"
37632,58076,"Unavailable"
37632,58071,"Unavailable"
37632,58070,"Unavailable"
37625,58056,"Unavailable"
37625,58053,"Unavailable"
37621,58041,"Unavailable"
37621,58038,"Unavailable"
37621,58035,"Unavailable"
37621,58034,"Unavailable"
37621,58033,"Unavailable"
37621,58032,"Unavailable"
37621,58031,"Unavailable"
37621,58030,"Unavailable"
37617,58021,"Unavailable"
37614,58011,"Unavailable"
37614,58010,"Unavailable"
37614,58007,"Unavailable"
37614,58006,"Unavailable"
37614,58003,"Unavailable"
37614,58002,"Unavailable"
37614,58001,"Unavailable"
37614,58000,"Unavailable"
37607,57993,"Unavailable"
37603,57987,"Unavailable"
37603,57986,"Unavailable"
37603,57985,"Unavailable"
37603,57984,"Unavailable"
37603,57981,"Unavailable"
37603,57980,"Unavailable"
37603,57979,"Unavailable"
37603,57978,"Unavailable"
37603,57975,"Unavailable"
37603,57974,"Unavailable"
37603,57973,"Unavailable"
37603,57972,"Unavailable"
37603,57969,"Unavailable"
37603,57968,"Unavailable"
37603,57967,"Unavailable"
37603,57966,"Unavailable"
37601,57958,"Unavailable"
37601,57957,"Unavailable"
37601,57956,"Unavailable"
37601,57955,"Unavailable"
4409,57501,"Unavailable"
4409,57500,"Unavailable"
4409,57499,"Unavailable"
4409,57498,"Unavailable"
4306,57363,"Unavailable"
4306,57362,"Unavailable"
4306,57361,"Unavailable"
4306,57360,"Unavailable"
28312,56331,"Unavailable"
4416,55810,"Unavailable"
4416,55809,"Unavailable"
4416,55806,"Unavailable"
4416,55805,"Unavailable"
35857,55522,"Unavailable"
35857,55521,"Unavailable"
35856,55518,"Unavailable"
35856,55517,"Unavailable"
35773,55384,"Unavailable"
35773,55383,"Unavailable"
21243,54977,"Unavailable"
21243,54976,"Unavailable"
19298,54711,"Unavailable"
19298,54710,"Unavailable"
30710,53835,"Unavailable"
34122,53377,"Unavailable"
34122,53376,"Unavailable"
34122,53375,"Unavailable"
34122,53374,"Unavailable"
34122,53373,"Unavailable"
34122,53372,"Unavailable"
34122,53371,"Unavailable"
34122,53368,"Unavailable"
34122,53367,"Unavailable"
34122,53366,"Unavailable"
34122,53365,"Unavailable"
34121,53364,"Unavailable"
34121,53363,"Unavailable"
34121,53362,"Unavailable"
34121,53361,"Unavailable"
34121,53360,"Unavailable"
34121,53359,"Unavailable"
34121,53358,"Unavailable"
34121,53357,"Unavailable"
34121,53356,"Unavailable"
34121,53353,"Unavailable"
34121,53352,"Unavailable"
18452,53351,"Unavailable"
18452,53350,"Unavailable"
18452,53349,"Unavailable"
18452,53348,"Unavailable"
34120,53347,"Unavailable"
34120,53346,"Unavailable"
34120,53345,"Unavailable"
34120,53344,"Unavailable"
34120,53341,"Unavailable"
34120,53340,"Unavailable"
34118,53337,"Unavailable"
34118,53336,"Unavailable"
34118,53333,"Unavailable"
34118,53332,"Unavailable"
34118,53331,"Unavailable"
34118,53330,"Unavailable"
34108,53320,"Unavailable"
34108,53319,"Unavailable"
34108,53318,"Unavailable"
34108,53317,"Unavailable"
34108,53316,"Unavailable"
34108,53315,"Unavailable"
34108,53314,"Unavailable"
34108,53313,"Unavailable"
34108,53310,"Unavailable"
34108,53309,"Unavailable"
34106,53307,"Unavailable"
34106,53306,"Unavailable"
34106,53305,"Unavailable"
34106,53304,"Unavailable"
34106,53303,"Unavailable"
34106,53302,"Unavailable"
34106,53301,"Unavailable"
34106,53300,"Unavailable"
34106,53299,"Unavailable"
34106,53298,"Unavailable"
4200,52857,"Unavailable"
4400,52146,"Unavailable"
4400,52145,"Unavailable"
142,52055,"Unavailable"
142,52054,"Unavailable"
142,51968,"Unavailable"
142,51967,"Unavailable"
142,51966,"Unavailable"
4443,51802,"Unavailable"
4443,51801,"Unavailable"
4443,51800,"Unavailable"
4443,51799,"Unavailable"
4443,51798,"Unavailable"
4443,51797,"Unavailable"
4443,51796,"Unavailable"
4443,51795,"Unavailable"
4443,51794,"Unavailable"
4443,51793,"Unavailable"
4443,51792,"Unavailable"
4443,51791,"Unavailable"
4443,51790,"Unavailable"
4443,51789,"Unavailable"
4443,51788,"Unavailable"
4443,51787,"Unavailable"
32806,51612,"Unavailable"
32806,51611,"Unavailable"
4247,51303,"Unavailable"
4247,51302,"Unavailable"
4247,51301,"Unavailable"
4247,51300,"Unavailable"
4247,51299,"Unavailable"
4247,51298,"Unavailable"
4247,51297,"Unavailable"
4247,51296,"Unavailable"
4247,51295,"Unavailable"
4247,51294,"Unavailable"
4247,51293,"Unavailable"
4247,51292,"Unavailable"
4247,51291,"Unavailable"
4247,51290,"Unavailable"
4247,51289,"Unavailable"
4247,51288,"Unavailable"
4247,51287,"Unavailable"
32391,51148,"Unavailable"
32391,51147,"Unavailable"
31593,50122,"Unavailable"
31593,50121,"Unavailable"
31593,50120,"Unavailable"
31593,50119,"Unavailable"
16234,50092,"Unavailable"
16234,50091,"Unavailable"
16234,50090,"Unavailable"
16234,50089,"Unavailable"
1232,50033,"Unavailable"
1232,50032,"Unavailable"
1232,50030,"Unavailable"
1232,50029,"Unavailable"
1458,49675,"Unavailable"
30510,49644,"Unavailable"
30510,49643,"Unavailable"
30510,49642,"Unavailable"
30501,49613,"Unavailable"
30501,49612,"Unavailable"
30501,49611,"Unavailable"
30501,49610,"Unavailable"
30501,49609,"Unavailable"
30500,49608,"Unavailable"
30501,49602,"Unavailable"
30501,49601,"Unavailable"
30501,49600,"Unavailable"
30501,49599,"Unavailable"
30501,49598,"Unavailable"
18505,49554,"Unavailable"
22155,49430,"Unavailable"
24711,49237,"Unavailable"
24711,49236,"Unavailable"
24711,49235,"Unavailable"
30892,49170,"Unavailable"
30892,49169,"Unavailable"
30867,49103,"Unavailable"
30849,49043,"Unavailable"
30849,49042,"Unavailable"
30833,49000,"Unavailable"
30833,48999,"Unavailable"
30816,48957,"Unavailable"
30816,48956,"Unavailable"
30794,48901,"Unavailable"
30794,48900,"Unavailable"
30777,48862,"Unavailable"
30777,48861,"Unavailable"
30777,48860,"Unavailable"
30777,48859,"Unavailable"
30744,48770,"Unavailable"
30744,48769,"Unavailable"
30733,48744,"Unavailable"
30733,48743,"Unavailable"
30726,48722,"Unavailable"
30726,48721,"Unavailable"
30726,48720,"Unavailable"
30726,48719,"Unavailable"
30719,48698,"Unavailable"
30719,48697,"Unavailable"
30648,48521,"Unavailable"
30648,48520,"Unavailable"
30648,48519,"Unavailable"
30648,48518,"Unavailable"
30648,48517,"Unavailable"
30636,48503,"Unavailable"
30636,48502,"Unavailable"
30635,48501,"Unavailable"
30635,48500,"Unavailable"
30616,48460,"Unavailable"
30616,48459,"Unavailable"
18913,48383,"Unavailable"
18913,48382,"Unavailable"
19417,48250,"Unavailable"
19417,48249,"Unavailable"
4450,48019,"Unavailable"
4450,48018,"Unavailable"
4450,48017,"Unavailable"
4450,48013,"Unavailable"
4450,48012,"Unavailable"
4450,48011,"Unavailable"
21240,46987,"Unavailable"
21240,46986,"Unavailable"
4245,46949,"Unavailable"
4245,46948,"Unavailable"
4245,46947,"Unavailable"
4245,46946,"Unavailable"
4245,46945,"Unavailable"
4245,46944,"Unavailable"
29349,46666,"Unavailable"
29349,46665,"Unavailable"
29349,46664,"Unavailable"
29349,46663,"Unavailable"
29349,46662,"Unavailable"
29349,46661,"Unavailable"
29349,46660,"Unavailable"
29349,46659,"Unavailable"
29349,46658,"Unavailable"
29349,46657,"Unavailable"
29349,46656,"Unavailable"
29349,46655,"Unavailable"
19272,46273,"Unavailable"
28353,46174,"Unavailable"
24738,46122,"Unavailable"
24738,46121,"Unavailable"
28394,46035,"Unavailable"
28394,46034,"Unavailable"
28853,45914,"Unavailable"
28853,45913,"Unavailable"
28853,45912,"Unavailable"
169,45855,"Unavailable"
169,45854,"Unavailable"
28313,45767,"Unavailable"
28313,45766,"Unavailable"
28313,45765,"Unavailable"
28313,45764,"Unavailable"
28306,45733,"Unavailable"
28306,45732,"Unavailable"
28306,45731,"Unavailable"
28306,45730,"Unavailable"
28306,45729,"Unavailable"
28306,45728,"Unavailable"
28306,45727,"Unavailable"
28306,45726,"Unavailable"
28317,45656,"Unavailable"
28317,45655,"Unavailable"
28317,45654,"Unavailable"
28317,45653,"Unavailable"
28499,45178,"Unavailable"
28499,45177,"Unavailable"
28499,45176,"Unavailable"
28499,45175,"Unavailable"
28485,45101,"Unavailable"
28485,45100,"Unavailable"
28483,45092,"Unavailable"
28483,45091,"Unavailable"
28483,45090,"Unavailable"
28483,45089,"Unavailable"
28483,45088,"Unavailable"
28483,45087,"Unavailable"
28483,45086,"Unavailable"
28483,45085,"Unavailable"
28476,45072,"Unavailable"
28476,45071,"Unavailable"
28476,45068,"Unavailable"
28476,45067,"Unavailable"
28461,45045,"Unavailable"
28461,45044,"Unavailable"
28461,45043,"Unavailable"
28461,45042,"Unavailable"
28459,45025,"Unavailable"
28459,45024,"Unavailable"
84,44979,"Unavailable"
28233,44638,"Unavailable"
28233,44637,"Unavailable"
28233,44636,"Unavailable"
28233,44635,"Unavailable"
28233,44634,"Unavailable"
28233,44633,"Unavailable"
27566,43749,"Unavailable"
27566,43748,"Unavailable"
27566,43747,"Unavailable"
27566,43746,"Unavailable"
27566,43745,"Unavailable"
27566,43744,"Unavailable"
27566,43743,"Unavailable"
27566,43742,"Unavailable"
27566,43741,"Unavailable"
27566,43740,"Unavailable"
27566,43739,"Unavailable"
27566,43738,"Unavailable"
27485,43632,"Unavailable"
27477,43605,"Unavailable"
26750,42655,"Unavailable"
26750,42653,"Unavailable"
25909,42304,"Unavailable"
25909,42302,"Unavailable"
26467,42184,"Unavailable"
26467,42183,"Unavailable"
1224,42080,"Unavailable"
1224,42079,"Unavailable"
26233,41823,"Unavailable"
26233,41822,"Unavailable"
26233,41821,"Unavailable"
26233,41820,"Unavailable"
24707,41775,"Unavailable"
24707,41773,"Unavailable"
19287,41534,"Unavailable"
19287,41533,"Unavailable"
90,41361,"Unavailable"
90,41360,"Unavailable"
84,41251,"Unavailable"
84,41250,"Unavailable"
84,41249,"Unavailable"
84,41248,"Unavailable"
24808,41059,"Unavailable"
24808,41058,"Unavailable"
25277,40948,"Unavailable"
25277,40947,"Unavailable"
20538,40636,"Unavailable"
20538,40635,"Unavailable"
25483,40497,"Unavailable"
25483,40495,"Unavailable"
25477,40478,"Unavailable"
25477,40477,"Unavailable"
18452,40193,"Unavailable"
18452,40192,"Unavailable"
19298,39903,"Unavailable"
19298,39902,"Unavailable"
19271,39889,"Unavailable"
19271,39888,"Unavailable"
18757,39886,"Unavailable"
18757,39884,"Unavailable"
18761,39881,"Unavailable"
18761,39880,"Unavailable"
18742,39876,"Unavailable"
18742,39874,"Unavailable"
18709,39871,"Unavailable"
18709,39869,"Unavailable"
18749,39868,"Unavailable"
18749,39867,"Unavailable"
18749,39865,"Unavailable"
18747,39864,"Unavailable"
18747,39863,"Unavailable"
18747,39861,"Unavailable"
18737,39860,"Unavailable"
18737,39859,"Unavailable"
18737,39857,"Unavailable"
18740,39855,"Unavailable"
18740,39854,"Unavailable"
19272,39852,"Unavailable"
19272,39851,"Unavailable"
18793,39849,"Unavailable"
18795,39848,"Unavailable"
18795,39847,"Unavailable"
18777,39845,"Unavailable"
18756,39844,"Unavailable"
18756,39843,"Unavailable"
18721,39842,"Unavailable"
18718,39839,"Unavailable"
18713,39838,"Unavailable"
18713,39837,"Unavailable"
18668,39836,"Unavailable"
19982,39830,"Unavailable"
19981,39828,"Unavailable"
18338,39820,"Unavailable"
18338,39819,"Unavailable"
18338,39818,"Unavailable"
18338,39817,"Unavailable"
