"id","options_tsid","extra_tsid","created_at","updated_at"
"2504","27592","4549","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2505","4761","1162","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2506","4058","812","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2507","3300","478","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2508","3327","494","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2509","3326","494","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2510","3331","494","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2511","3407","536","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2512","4490","1026","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2513","16107","2743","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2514","16108","2743","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2515","4491","1025","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2516","3408","537","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2517","3330","494","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2518","3320","491","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2519","64561","8531","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2520","64578","8535","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2521","64595","8539","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2522","64596","8539","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2523","64579","8535","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2524","64562","8531","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2525","3321","491","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2526","3362","511","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2527","63556","8238","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2528","63532","8231","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2529","63533","8231","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2530","63557","8238","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2531","3363","511","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2532","3365","514","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2533","3794","695","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2534","63855","8311","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2535","63879","8315","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2536","63903","8319","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2537","63904","8319","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2538","63880","8315","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2539","63856","8311","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2540","3795","695","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2541","3366","515","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2542","3369","514","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2543","3370","515","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2544","3373","514","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2545","3374","515","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2546","3381","527","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2547","64675","8562","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2548","64683","8566","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2549","64667","8558","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2550","64668","8558","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2551","64684","8566","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2552","64676","8562","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2553","3382","527","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2554","3392","534","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2555","64953","8738","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2556","64969","8746","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2557","64961","8742","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2558","64963","8742","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2559","64971","8746","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2560","64955","8738","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2561","10812","534","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2562","3413","542","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2563","3412","542","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2564","15640","641","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2565","3417","542","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2566","3416","542","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2567","3432","548","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2568","65182","8822","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2569","65190","8828","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2570","65198","8834","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2571","65199","8837","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2572","65191","8831","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2573","65183","8825","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2574","3433","549","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2575","3437","549","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2576","65187","8825","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2577","65203","8837","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2578","65195","8831","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2579","65202","8834","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2580","65194","8828","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2581","65186","8822","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2582","3436","548","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2583","3466","565","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2584","10817","565","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2585","3480","568","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2586","3481","568","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2587","3469","569","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2588","45181","6101","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2589","29048","4655","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2590","29049","4656","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2591","45182","6103","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2592","10816","569","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2593","3487","570","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2594","63633","8266","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2595","63657","8270","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2596","63681","8274","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2597","63682","8274","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2598","63658","8270","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2599","63634","8266","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2600","3488","570","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2601","3513","586","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2602","64994","8751","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2603","65010","8755","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2604","64978","8747","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2605","64979","8750","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2606","65011","8758","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2607","64995","8754","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2608","3514","587","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2609","3541","598","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2610","3542","598","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2611","3545","598","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2612","4400","987","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2613","6304","1473","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2614","49216","6592","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2615","4401","987","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2616","3546","598","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2617","3553","604","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2618","3980","771","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2619","5934","1369","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2620","8978","1640","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2621","17591","2956","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2622","32262","1006","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2623","27366","397","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2624","65206","8840","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2625","65214","8846","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2626","65250","8861","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2627","65262","8869","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2628","65210","8843","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2629","65274","8877","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2630","64770","8639","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2631","64782","8645","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2632","64794","8651","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2633","64660","8552","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2634","64640","8546","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2635","64732","8608","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2636","64716","8594","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2637","64724","8601","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2638","64620","8540","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2639","64621","8543","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2640","64725","8601","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2641","64717","8594","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2642","64733","8608","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2643","64641","8549","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2644","64661","8555","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2645","64795","8654","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2646","64783","8648","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2647","64771","8642","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2648","65275","8880","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2649","65211","8843","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2650","65263","8872","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2651","65251","8864","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2652","65215","8846","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2653","65207","8840","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2654","27367","8018","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2655","32263","1007","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2656","17592","8020","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2657","18819","1369","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2658","8979","1641","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2659","3981","771","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2660","3554","604","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2661","3557","604","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2662","17595","2956","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2663","5935","1369","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2664","27370","397","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2665","64774","8639","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2666","64786","8645","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2667","64798","8651","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2668","64664","8552","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2669","64644","8546","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2670","64736","8608","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2671","64720","8594","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2672","64728","8601","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2673","64624","8540","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2674","64625","8543","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2675","64729","8601","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2676","64721","8594","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2677","64737","8608","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2678","64645","8549","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2679","64665","8555","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2680","64799","8654","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2681","64787","8648","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2682","64775","8642","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2683","27371","8018","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2684","17596","8020","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2685","18820","1369","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2686","3558","604","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2687","3603","632","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2688","63729","8284","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2689","63755","8289","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2690","63781","8294","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2691","63785","8294","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2692","63759","8289","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2693","63733","8284","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2694","3607","632","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2695","3608","632","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2696","63734","8284","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2697","63760","8289","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2698","63786","8294","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2699","63790","8294","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2700","63764","8289","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2701","63738","8284","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2702","3612","632","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2703","3611","632","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2704","63763","8289","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2705","63737","8284","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2706","63789","8294","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2707","3600","624","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2708","3594","624","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2709","3597","624","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2710","3598","624","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2711","3614","635","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2712","3941","747","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2713","4031","791","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2714","4361","973","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2715","4296","944","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2716","8607","1560","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2717","4828","1189","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2718","24774","3906","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2719","39582","5336","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2720","39583","5337","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2721","24775","3906","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2722","4827","1189","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2723","8608","1561","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2724","4297","945","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2725","4362","973","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2726","4032","809","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2727","3942","747","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2728","3615","635","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2729","4494","1026","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2730","9682","1794","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2731","9683","1794","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2732","4495","1025","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2733","28449","1246","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2734","3619","638","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2735","3620","638","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2736","9684","1794","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2737","28451","1223","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2738","9685","1794","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2739","48172","916","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2740","48173","917","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2741","3633","641","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2742","3665","650","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2743","3693","664","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2744","4450","1006","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2745","65254","8869","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2746","65242","8861","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2747","65266","8877","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2748","65325","8909","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2749","65333","8917","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2750","65341","8925","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2751","65166","8816","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2752","65134","8804","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2753","65150","8810","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2754","65151","8810","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2755","65135","8804","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2756","65167","8816","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2757","65343","8925","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2758","65335","8917","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2759","65327","8909","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2760","65267","8880","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2761","65243","8864","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2762","65255","8872","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2763","4451","1007","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2764","3694","664","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2765","3667","658","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2766","3670","650","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2767","4454","1006","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2768","65258","8869","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2769","65246","8861","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2770","65270","8877","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2771","65330","8909","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2772","65338","8917","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2773","65346","8925","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2774","65347","8928","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2775","65339","8920","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2776","65331","8912","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2777","65271","8877","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2778","65247","8861","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2779","65259","8869","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2780","4455","1007","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2781","3671","658","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2782","3697","664","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2783","65170","8816","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2784","65138","8804","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2785","65154","8810","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2786","65155","8810","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2787","65139","8804","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2788","65171","8816","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2789","3698","664","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2790","42045","447","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2791","42046","447","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2792","41541","5686","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2793","23435","3416","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2794","3733","1767","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2795","3970","767","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2796","4416","990","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2797","4643","1121","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2798","8799","1581","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2799","8896","1616","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2800","9631","1780","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2801","18355","3040","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2802","19173","1557","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2803","16972","2876","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2804","16103","2742","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2805","14863","397","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2806","16115","2743","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2807","65462","8963","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2808","65474","8966","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2809","65486","8969","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2810","64617","8540","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2811","64637","8546","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2812","64657","8552","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2813","64634","8546","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2814","64654","8552","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2815","64614","8540","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2816","65487","8969","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2817","65475","8966","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2818","65463","8963","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2819","16116","2743","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2820","14860","397","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2821","16104","2742","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2822","16973","2876","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2823","19174","1557","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2824","9632","1781","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2825","8800","1582","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2826","4644","1121","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2827","4417","990","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2828","3971","767","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2829","3734","1767","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2830","41542","5686","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2831","40948","5529","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2832","39585","5338","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2833","34621","5022","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2834","31276","4894","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2835","3737","1767","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2836","3868","721","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2837","4329","960","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2838","16976","2876","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2839","16622","2835","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2840","16977","2876","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2841","16621","2835","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2842","3738","1767","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2843","28106","4576","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2844","39584","5339","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2845","40947","5530","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2846","50087","6716","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2847","3753","682","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2848","3872","724","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2849","3871","725","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2850","3754","683","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2851","3770","686","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2852","21245","3335","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2853","3772","686","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2854","21246","3335","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2855","3785","692","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2856","3786","692","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2857","3778","691","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2858","3779","691","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2859","3789","692","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2860","3790","692","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2861","3781","691","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2862","3782","691","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2863","3814","698","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2864","3815","698","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2865","3818","698","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2866","3819","698","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2867","3822","701","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2868","3823","701","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2869","3826","3925","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2870","3827","3925","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2871","3841","706","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2872","28196","446","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2873","28197","446","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2874","3842","706","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2875","3846","710","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2876","3847","711","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2877","3850","716","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2878","3851","717","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2879","3857","712","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2880","3858","713","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2881","3903","735","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2882","3904","735","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2883","3875","724","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2884","3876","725","2015-10-07 10:21:53","2015-10-07 10:21:53"
